INSERT INTO RAILWAY.TRIP VALUES ('Segunda-feira', 'IC', '06:00', '06:20', '35', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '19:40', '20:00', '9', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '21:40', '22:00', '9', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '23:40', '00:00', '9', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '01:40', '02:00', '9', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '03:40', '04:00', '9', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '14:00', '14:20', '24', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '16:00', '16:20', '24', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '18:00', '18:20', '24', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '20:00', '20:20', '24', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '22:00', '22:20', '24', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '00:00', '00:20', '24', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '02:00', '02:20', '24', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '04:00', '04:20', '24', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '14:00', '14:20', '30', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '16:00', '16:20', '30', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '18:00', '18:20', '30', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '20:00', '20:20', '30', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '22:00', '22:20', '30', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '00:00', '00:20', '30', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '02:00', '02:20', '30', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '04:00', '04:20', '30', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '14:20', '14:40', '29', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '16:20', '16:40', '29', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '18:20', '18:40', '29', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '20:20', '20:40', '29', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '22:20', '22:40', '29', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '00:20', '00:40', '29', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '02:20', '02:40', '29', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '04:20', '04:40', '29', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '14:20', '14:40', '31', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '16:20', '16:40', '31', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '18:20', '18:40', '31', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '20:20', '20:40', '31', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '22:20', '22:40', '31', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '00:20', '00:40', '31', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '02:20', '02:40', '31', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '04:20', '04:40', '31', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '14:40', '15:00', '28', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '16:40', '17:00', '28', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '18:40', '19:00', '28', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '20:40', '21:00', '28', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '22:40', '23:00', '28', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '00:40', '01:00', '28', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '02:40', '03:00', '28', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '04:40', '05:00', '28', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '14:40', '15:00', '32', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '16:40', '17:00', '32', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '18:40', '19:00', '32', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '20:40', '21:00', '32', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '22:40', '23:00', '32', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '00:40', '01:00', '32', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '02:40', '03:00', '32', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '04:40', '05:00', '32', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '15:00', '15:20', '27', '26');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '17:00', '17:20', '27', '26');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '19:00', '19:20', '27', '26');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '21:00', '21:20', '27', '26');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '23:00', '23:20', '27', '26');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '01:00', '01:20', '27', '26');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '03:00', '03:20', '27', '26');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '05:00', '05:20', '27', '26');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '15:00', '15:20', '34', '35');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '17:00', '17:20', '34', '35');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '19:00', '19:20', '34', '35');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '21:00', '21:20', '34', '35');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '23:00', '23:20', '34', '35');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '01:00', '01:20', '34', '35');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '03:00', '03:20', '34', '35');
INSERT INTO RAILWAY.TRIP VALUES ('Terça-feira', 'IC', '05:00', '05:20', '34', '35');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '06:00', '06:20', '35', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '08:00', '08:20', '35', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '10:00', '10:20', '35', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '12:00', '12:20', '35', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '14:00', '14:20', '35', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '16:00', '16:20', '35', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '18:00', '18:20', '35', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '20:00', '20:20', '35', '34');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '06:00', '06:20', '26', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '08:00', '08:20', '26', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '10:00', '10:20', '26', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '12:00', '12:20', '26', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '14:00', '14:20', '26', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '16:00', '16:20', '26', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '18:00', '18:20', '26', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '20:00', '20:20', '26', '27');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '06:20', '06:40', '34', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '08:20', '08:40', '34', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '10:20', '10:40', '34', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '12:20', '12:40', '34', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '14:20', '14:40', '34', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '16:20', '16:40', '34', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '18:20', '18:40', '34', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '20:20', '20:40', '34', '32');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '06:20', '06:40', '27', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '08:20', '08:40', '27', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '10:20', '10:40', '27', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '12:20', '12:40', '27', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '14:20', '14:40', '27', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '16:20', '16:40', '27', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '18:20', '18:40', '27', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '20:20', '20:40', '27', '28');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '06:40', '07:00', '32', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '08:40', '09:00', '32', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '10:40', '11:00', '32', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '12:40', '13:00', '32', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '14:40', '15:00', '32', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '16:40', '17:00', '32', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '18:40', '19:00', '32', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '20:40', '21:00', '32', '31');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '06:40', '07:00', '28', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '08:40', '09:00', '28', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '10:40', '11:00', '28', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '12:40', '13:00', '28', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '14:40', '15:00', '28', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '16:40', '17:00', '28', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '18:40', '19:00', '28', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '20:40', '21:00', '28', '29');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '07:00', '07:20', '31', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '09:00', '09:20', '31', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '11:00', '11:20', '31', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '13:00', '13:20', '31', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '15:00', '15:20', '31', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '17:00', '17:20', '31', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '19:00', '19:20', '31', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '21:00', '21:20', '31', '30');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '07:00', '07:20', '29', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '09:00', '09:20', '29', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '11:00', '11:20', '29', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '13:00', '13:20', '29', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '15:00', '15:20', '29', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '17:00', '17:20', '29', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '19:00', '19:20', '29', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '21:00', '21:20', '29', '24');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '07:20', '07:40', '30', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '09:20', '09:40', '30', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '11:20', '11:40', '30', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '13:20', '13:40', '30', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '15:20', '15:40', '30', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '17:20', '17:40', '30', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '19:20', '19:40', '30', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '21:20', '21:40', '30', '9');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '07:20', '07:40', '24', '23');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '09:20', '09:40', '24', '23');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '11:20', '11:40', '24', '23');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '13:20', '13:40', '24', '23');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '15:20', '15:40', '24', '23');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '17:20', '17:40', '24', '23');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '19:20', '19:40', '24', '23');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '21:20', '21:40', '24', '23');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '07:40', '08:00', '9', '33');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '09:40', '10:00', '9', '33');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '11:40', '12:00', '9', '33');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '13:40', '14:00', '9', '33');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '15:40', '16:00', '9', '33');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '17:40', '18:00', '9', '33');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '19:40', '20:00', '9', '33');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '21:40', '22:00', '9', '33');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '07:40', '08:00', '23', '7');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '09:40', '10:00', '23', '7');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '11:40', '12:00', '23', '7');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '13:40', '14:00', '23', '7');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '15:40', '16:00', '23', '7');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '17:40', '18:00', '23', '7');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '19:40', '20:00', '23', '7');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '21:40', '22:00', '23', '7');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '08:00', '08:20', '33', '18');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '10:00', '10:20', '33', '18');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '12:00', '12:20', '33', '18');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '14:00', '14:20', '33', '18');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '16:00', '16:20', '33', '18');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '18:00', '18:20', '33', '18');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '20:00', '20:20', '33', '18');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '22:00', '22:20', '33', '18');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '08:00', '08:20', '7', '6');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '10:00', '10:20', '7', '6');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '12:00', '12:20', '7', '6');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '14:00', '14:20', '7', '6');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '16:00', '16:20', '7', '6');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '18:00', '18:20', '7', '6');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '20:00', '20:20', '7', '6');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '22:00', '22:20', '7', '6');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '08:20', '08:40', '18', '12');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '10:20', '10:40', '18', '12');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '12:20', '12:40', '18', '12');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '14:20', '14:40', '18', '12');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '16:20', '16:40', '18', '12');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '18:20', '18:40', '18', '12');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '20:20', '20:40', '18', '12');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '22:20', '22:40', '18', '12');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '08:20', '08:40', '6', '1');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '10:20', '10:40', '6', '1');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '12:20', '12:40', '6', '1');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '14:20', '14:40', '6', '1');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '16:20', '16:40', '6', '1');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '18:20', '18:40', '6', '1');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '20:20', '20:40', '6', '1');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '22:20', '22:40', '6', '1');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '08:40', '09:00', '12', '13');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '10:40', '11:00', '12', '13');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '12:40', '13:00', '12', '13');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '14:40', '15:00', '12', '13');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '16:40', '17:00', '12', '13');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '18:40', '19:00', '12', '13');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '20:40', '21:00', '12', '13');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '22:40', '23:00', '12', '13');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '08:40', '09:00', '1', '5');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '10:40', '11:00', '1', '5');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '12:40', '13:00', '1', '5');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '14:40', '15:00', '1', '5');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '16:40', '17:00', '1', '5');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '18:40', '19:00', '1', '5');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '20:40', '21:00', '1', '5');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '22:40', '23:00', '1', '5');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '09:00', '09:20', '13', '14');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '11:00', '11:20', '13', '14');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '13:00', '13:20', '13', '14');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '15:00', '15:20', '13', '14');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '17:00', '17:20', '13', '14');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '19:00', '19:20', '13', '14');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '21:00', '21:20', '13', '14');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '23:00', '23:20', '13', '14');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '09:00', '09:20', '5', '4');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '11:00', '11:20', '5', '4');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '13:00', '13:20', '5', '4');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '15:00', '15:20', '5', '4');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '17:00', '17:20', '5', '4');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '19:00', '19:20', '5', '4');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '21:00', '21:20', '5', '4');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '23:00', '23:20', '5', '4');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '09:20', '09:40', '14', '15');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '11:20', '11:40', '14', '15');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '13:20', '13:40', '14', '15');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '15:20', '15:40', '14', '15');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '17:20', '17:40', '14', '15');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '19:20', '19:40', '14', '15');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '21:20', '21:40', '14', '15');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '23:20', '23:40', '14', '15');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '09:20', '09:40', '4', '3');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '11:20', '11:40', '4', '3');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '13:20', '13:40', '4', '3');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '15:20', '15:40', '4', '3');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '17:20', '17:40', '4', '3');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '19:20', '19:40', '4', '3');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '21:20', '21:40', '4', '3');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '23:20', '23:40', '4', '3');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '09:40', '10:00', '15', '19');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '11:40', '12:00', '15', '19');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '13:40', '14:00', '15', '19');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '15:40', '16:00', '15', '19');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '17:40', '18:00', '15', '19');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '19:40', '20:00', '15', '19');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '21:40', '22:00', '15', '19');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '23:40', '00:00', '15', '19');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '09:40', '10:00', '3', '16');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '11:40', '12:00', '3', '16');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '13:40', '14:00', '3', '16');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '15:40', '16:00', '3', '16');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '17:40', '18:00', '3', '16');
INSERT INTO RAILWAY.TRIP VALUES ('Quarta-feira', 'IC', '19:40', '20:00', '3', '16');
